epoch;acc;loss;val_acc;val_loss
0;0.60952479842089291;1.0437911900628543;0.62162162197960746;0.96586198080051411
1;0.78839165199022854;0.5775305362111367;0.6246246278464973;1.0246660158082888
2;0.86197348842016652;0.38339459291064815;0.57357357357357353;1.3859150632992163
3;0.89135776834956126;0.30303754637032221;0.81081081349570472;0.666186765149549
4;0.91309313678099469;0.24665429501205727;0.72372372694559639;0.8938258413795952
5;0.88090540965707598;0.33931290155691629;0.76276276598463544;0.79381960702014043
6;0.9298445990749622;0.20077540603656366;0.68168168454556854;0.99150382881765964
7;0.87481396881849871;0.35522672701434188;0.73273273362769742;0.82325053340321908
8;0.90444052196079605;0.26757947787489306;0.51351351476646401;2.4070517623030745
9;0.92980998861568143;0.20280236547164088;0.77177177427767274;0.8483013185831878
10;0.95666770499798015;0.1263610874361189;0.85285285535875388;0.53724392742903027
11;0.960301803243093;0.11935801793683293;0.83783784034373887;0.63250316343865953
12;0.97016578412471033;0.088442847092085705;0.41141141212738314;4.9524017232316391
13;0.93576298760785226;0.19287065768460568;0.69969970256358649;1.1903378580425594
14;0.83047797048598959;0.48600407205482093;0.81981982017780564;0.58697781369492819
15;0.87716748004134093;0.34696301056964146;0.31231231374425572;2.8383525430977166
16;0.8789326134739448;0.33040708188803419;0.80780780780780781;0.68569929593497214
17;0.93849721389103502;0.17851333161287894;0.83783783783783783;0.60745416532407648
18;0.9582251756800565;0.12311340648214684;0.81681681932271777;0.74109266537266805
19;0.96213615757569182;0.11017739481721257;0.87387387637977487;0.4793774903984041
20;0.96943896448187661;0.089045334048177965;0.83483483483483478;0.7358191386200823
21;0.94521164298016302;0.15349604680264192;0.77177177499364447;0.96004871527353919
22;0.97168864432997093;0.082640195600100844;0.87387387387387383;0.54591819821848531
23;0.97580728898644842;0.07199461591604539;0.68768769019358866;1.6359747173460397
24;0.96801993565445843;0.092731759242423509;0.81081081081081086;0.81471858383925466
25;0.9737306614419784;0.075871402746997774;0.87987987987987992;0.46889315559542755
26;0.95002249683875994;0.15331235789181424;0.57957958280145228;1.7226542044688273
27;0.9556986121608102;0.1280743120221359;0.86486486486486491;0.5829861363614196
28;0.94081611465872239;0.18249300680366407;0.80480480480480476;0.72173621695678869
29;0.94681956764917719;0.15209324594539056;0.86186186767913198;0.54591946168783667
30;0.97293462085789062;0.081911034381958805;0.85585585585585588;0.62689371169307029
31;0.98058353236822948;0.061184275866593765;0.8168168195017107;0.66949489211534952
32;0.98103346834197425;0.057199721885062435;0.83483483483483478;0.64098460770942067
33;0.98075658465741322;0.057667464125120992;0.87387387387387383;0.57502298947009778
34;0.98207178211420931;0.054256062168250387;0.8498498498498499;0.7136834060448829
35;0.97418059740643992;0.078493515448040688;0.76576576827166676;0.83644832142659498
36;0.96957740632415712;0.086719478035880884;0.86186186186186187;0.66712999947973195
37;0.97854151527994593;0.064801618982186157;0.88288288288288286;0.57321860334715691
38;0.98345620048750404;0.05111414639549073;0.79579579830169678;0.94743555121951628
39;0.98366386323287403;0.04911500228666555;0.67567567853956256;1.8859908335559719
40;0.98127574156003428;0.053224835367602669;0.85585585585585588;0.61543266266736818
41;0.98418302013343217;0.046975397511616397;0.85585585585585588;0.5745680768709831
42;0.97210396984752923;0.083350797036324628;0.81081081081081086;0.98920890767205583
43;0.98459834564377025;0.044340457033146007;0.86786786786786785;0.5913764319351843
44;0.97546118439364049;0.0745211256275915;0.87687687687687688;0.63504986491266846
45;0.97286539995789556;0.080703527135017328;0.86186186186186187;0.67221504300567059
46;0.98608659538768706;0.041948799728827715;0.87387387387387383;0.5968689212502839
47;0.98816322295691239;0.035451674797196943;0.84084084084084088;0.7084021912202485
48;0.98757484513366678;0.038600145552807143;0.83483483483483478;0.79053055420629792
49;0.98681341503774112;0.040791743574339116;0.85585585836175682;0.60855269875075368
50;0.97667255047672008;0.068137846110553721;0.27327327338514384;8.6709103541331256
51;0.9642127851315081;0.10134400983607006;0.86786786786786785;0.62926367418309137
52;0.98276399131013992;0.054094041177262998;0.87987987987987992;0.59709235119239035
53;0.98754023468676366;0.038248917717516463;0.83783783783783783;0.75626750184606217
54;0.98591354309747192;0.041856485237387921;0.83483483734073582;0.70926266631206591
55;0.98356003187875551;0.048845818157597296;0.8858858858858859;0.55388837587927375
56;0.98757484514604443;0.037381941388228375;0.87387387387387383;0.56210256625713595
57;0.98760945559913638;0.038152560686141854;0.88288288288288286;0.53792739297087133
58;0.99037829233850561;0.029144908077366392;0.88888888888888884;0.51040996125739835
59;0.92769539914302479;0.22641025379196236;0.84084084737408271;0.5441244115558187
60;0.96525109890993188;0.10532221132093544;0.87087087087087089;0.54095165565744174
61;0.97888761986553352;0.062233736064018129;0.87987987987987992;0.53512396236081738
62;0.98317931681016324;0.051305020588519726;0.88888888888888884;0.58578247640298697
63;0.98612120586037699;0.043353855103528648;0.88888888888888884;0.58294551957723073
64;0.9896514726997977;0.033150437129615275;0.87087087087087089;0.5930803545468204
65;0.98923614718636521;0.032170168409310106;0.88888888888888884;0.56836127111962342
66;0.98889004259768321;0.035989169420654027;0.83783784034373887;0.9105073302402511
67;0.98833627525331635;0.037373192580327431;0.88288288288288286;0.59477386611717253
68;0.98968608315495266;0.030615575226106355;0.87387387637977487;0.55406134418986586
69;0.98819783340794143;0.037450581244298495;0.85585585585585588;0.61743803765882066
70;0.99051673418491204;0.029154187128280353;0.88588588839178684;0.58534360587507395
71;0.98785172881719641;0.037666894082449574;0.83483483483483478;0.9223968528627835
72;0.98577510125725432;0.040262938683491442;0.88888888888888884;0.63654703723669459
73;0.98767867651666652;0.037283361988670279;0.8498498498498499;0.69847576745838913
74;0.98501367115926564;0.046247068378300477;0.84684684684684686;1.0305370543454144
75;0.98999757729363713;0.032761327209754151;0.86486486486486491;0.66401341780859346
76;0.96172083206329084;0.12008568916572766;0.82882883133472984;0.73710778548015843
77;0.97113487699282441;0.083836382330704867;0.85585585585585588;0.63989391445822719
78;0.98459834565924231;0.047918446068413688;0.86786786786786785;0.65674182630001421
79;0.98743640330479543;0.0362649634828573;0.85585585585585588;0.62762762266057393
